ra,dec,parallax,teff,radius,luminosity,phot_g_mean_mag,feh,x,y,z,processed_feh
131.26744414921714,20.357684991560813,5.542117949542688,6124.4336,1.2264688,1.906652,10.244328,0.03,-0.11157775947882892,0.12715193651535708,0.06277017898072246,0.03
131.28046129035312,20.39491955841711,5.395288327625335,5275.6665,0.88935834,0.5520236,11.718737,-0.013,-0.11461628509319148,0.13055474269956407,0.0645913462988306,-0.013
131.30374716495936,22.715435630042656,4.639901806400693,6545.695,1.2999723,2.7950263,10.208533,0.051,-0.1312211734749711,0.14934622755590174,0.08322472728051913,0.051
131.31097852148804,20.997533215962182,5.396566934354811,6687.11,1.5593823,4.380803,9.392725,,-0.1142039391427147,0.12994539127141097,0.0663992052102573,-0.07061518506676458
131.32485486496577,18.890317149769942,5.5038782927014624,6592.0,1.4907023,3.780466,9.509775,0.019,-0.11351310626021546,0.12909626993680712,0.058823525918274396,0.019
131.35852196638822,17.765343454785626,6.4063926006181795,6426.9,1.2965752,2.5840225,9.5939045,0.052,-0.09822366073182517,0.11157559911720305,0.047627323645257645,0.052
131.36626481121152,21.65353004826067,5.236533849889874,6048.0,1.2364011,1.8427252,10.407047,-0.092,-0.11729780213603987,0.13320626586247894,0.07046513398920061,-0.092
131.37687975615577,20.590108936298048,5.412289737755958,6534.42,1.4002311,3.2204924,9.720362,-0.019,-0.11432943595963721,0.12978682882543854,0.06497805304615986,-0.019
131.37691656607166,20.51142087031378,5.431546280861683,5780.35,1.6512733,2.742516,9.909443,0.031,-0.11398285617983349,0.12939322370126285,0.06451092648882631,0.031
131.38700663884512,21.612902939437934,4.92526959373645,6375.705,1.6484157,4.04521,9.678745,0.052,-0.12479707097558289,0.14161922037925193,0.07478452110390606,0.052
131.4719097658231,21.038024257051358,5.342777366238283,5170.145,0.94984835,0.58078337,11.702883,,-0.11569050153740824,0.1308935778656652,0.06719116579375642,0.07328243844607771
131.50045178081004,21.18541951272832,4.632366498759577,6145.967,1.8124793,4.222811,9.769743,,-0.13337522117872094,0.15075086854771602,0.07801353865962778,-0.011288815024326784
131.63564529460007,20.689918365078043,4.686654904300194,6623.5,1.1127049,2.1468656,10.473178,,-0.13261957859575582,0.14918598246960713,0.07538644233906248,0.003376410234396192
131.63847164133233,18.760912584836237,5.356927328704827,6997.4434,1.6606315,5.9566054,9.078867,0.004,-0.11744164750140211,0.1320989502806184,0.060038113746269384,0.004
131.67624695144116,23.080343790051607,5.288790764380423,5986.0,1.3029174,1.9637009,10.318896,,-0.11565930683661413,0.12992156174629618,0.07412309389600953,-0.07123740931067284
131.69700512013296,19.644674175883868,5.317055549379726,5940.6665,1.1632675,1.5184293,10.588556,0.005,-0.11782353335342297,0.13225615261261292,0.06322785187713252,0.005
131.7012901437933,17.266322426927445,4.61089790857822,5809.5,0.8985047,0.82849604,11.562905,,-0.13777535303534502,0.15462865610418175,0.06437219712802081,-0.027219136226259134
131.71049229995657,20.310151082435027,7.66529611242996,6778.7,1.496977,4.2629538,8.660897,,-0.08140579271867437,0.09133417894484078,0.04528224437017278,0.005546129485493305
131.77522589367427,22.509610653314034,6.720882018196836,4976.475,0.8441854,0.3937837,11.667601,,-0.09157355761897638,0.10250861940299184,0.05696252295868619,-0.057549678871115145
131.78277326598717,17.996489199909448,4.665599892335874,6872.793,1.1911775,2.8522048,10.176385,-0.128,-0.1358259352145257,0.15200499465580355,0.06622057718545801,-0.128
131.85857527032886,22.69638721117872,5.791109081581674,5561.0,0.90593016,0.70712423,11.259887,,-0.10630443766965583,0.11865069787389687,0.06662762960029052,0.0187849009172836
